created_date,f_initial_deal_acquisition_date,first_meeting_date,business_meeting_scheduled_date,inflow_route_media_lasttouch,cv_content_sub_lasttouch,stage_name,reasons_not_negotiated,scheduled_initialdead_interval_days,scheduled_initialdead_interval_days_category
2025-08-22T14:35:37.000Z,2025-12-11,2025-12-15,2025-12-15,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,03_ROI合意フェーズ,,4,1週間
2025-08-26T10:52:27.000Z,2025-09-11,2025-09-18,2025-09-18,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,7,2週間以内
2025-08-27T13:07:19.000Z,2026-01-27,2026-01-28,2026-01-28,DIS,LC_デモ電話_Facebook_0800-111-3892,05_決裁者合意フェーズ,,1,3日以内
2025-08-28T11:29:19.000Z,2025-09-01,2025-09-05,2025-09-05,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,4,1週間
2025-08-28T14:01:30.000Z,2025-09-01,2025-09-01,2025-09-01,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,06_有料契約申請完了,,0,1日以内
2025-08-28T14:17:45.000Z,2026-01-26,,2026-01-27,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,1,3日以内
2025-08-29T17:19:50.000Z,2026-02-26,,2026-02-27,DIS,LC_デモ電話_Facebook_0800-111-3892,01_商談前準備フェーズ,,1,3日以内
2025-08-29T21:24:20.000Z,2025-09-08,2025-09-09,2025-09-09,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,時期尚早,1,3日以内
2025-08-29T22:38:06.000Z,2025-09-01,2025-09-02,2025-09-02,DIS,"LC_デモ電話_Dis広告_""出られない時だけ""訴求_0800-111-3936",99_失注,,1,3日以内
2025-08-30T10:02:26.000Z,2025-09-01,2025-09-10,2025-09-10,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,9,2週間以内
2025-08-30T13:02:21.000Z,2025-09-01,,2025-09-03,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,時期尚早,2,3日以内
2025-08-30T23:07:35.000Z,2025-09-02,2025-10-02,2025-10-02,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,30,2週間以上
2025-08-31T04:32:20.000Z,2025-09-01,2025-09-02,2025-09-02,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,1,3日以内
2025-08-31T11:29:02.000Z,2025-09-01,2025-09-02,2025-09-02,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,06_有料契約申請完了,,1,3日以内
2025-08-31T12:57:25.000Z,2025-09-03,2025-09-04,2025-09-04,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,その他,1,3日以内
2025-08-31T14:04:43.000Z,2025-09-01,,2025-09-04,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,3,1週間
2025-08-31T14:06:28.000Z,2025-09-01,,2025-09-02,LIS,IVRy AI電話代行サービスLP（デモ）,99_失注,,1,3日以内
2025-08-31T14:21:05.000Z,2025-09-16,,2025-09-18,DIS,LC_デモ電話_Dis広告_LINE風_0800-111-3956,99_失注,,2,3日以内
2025-08-31T16:10:19.000Z,2025-09-02,2025-09-17,2025-09-17,その他,LC_ユースケース別デモ電話_代表電話_050-1724-6323,99_失注,,15,2週間以上
2025-08-31T21:53:54.000Z,2025-09-03,2025-09-08,2025-09-08,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,5,1週間
2025-08-31T22:24:23.000Z,2025-09-01,2025-09-05,2025-09-05,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,4,1週間
2025-09-01T00:45:42.000Z,2025-09-01,2025-09-01,2025-09-01,DIS,LC_デモ電話_LIS・サイトリンク_0800-111-3713,99_失注,,0,1日以内
2025-09-01T01:11:09.000Z,2025-09-02,2025-09-22,2025-09-22,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,20,2週間以上
2025-09-01T10:48:30.000Z,2025-09-01,2025-09-04,2025-09-02,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-01T13:45:22.000Z,2025-09-01,,2025-09-01,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,0,1日以内
2025-09-01T16:22:43.000Z,2025-09-01,2025-09-05,2025-09-03,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,2,3日以内
2025-09-01T19:39:37.000Z,2025-12-16,2025-12-17,2025-12-17,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,1,3日以内
2025-09-02T06:19:14.000Z,2025-09-03,2025-09-05,2025-09-05,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,2,3日以内
2025-09-02T08:38:25.000Z,2025-09-02,,2025-09-04,DIS,"LC_デモ電話_Dis広告_""出られない時だけ""訴求_0800-111-3936",99_失注,,2,3日以内
2025-09-02T11:47:26.000Z,2025-09-02,2025-09-03,2025-09-03,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-02T16:06:33.000Z,2025-09-03,2025-09-09,2025-09-09,LIS,IVRy AI電話代行サービスLP（デモ）,04_上申内容の合意フェーズ,,6,1週間
2025-09-02T23:06:51.000Z,2025-09-03,2025-09-09,2025-09-05,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,2,3日以内
2025-09-03T11:08:29.000Z,2025-09-03,2025-09-03,2025-09-03,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,0,1日以内
2025-09-03T11:13:34.000Z,2025-09-03,2025-09-08,2025-09-08,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,5,1週間
2025-09-03T11:28:37.000Z,2025-09-03,2025-09-05,2025-09-05,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,2,3日以内
2025-09-03T14:09:19.000Z,2025-09-03,2025-09-04,2025-09-04,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-03T15:34:47.000Z,2025-09-03,2025-09-03,2025-09-03,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,0,1日以内
2025-09-03T15:38:10.000Z,2025-09-03,,,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,,その他
2025-09-03T16:13:18.000Z,2025-09-02,2025-09-04,2025-09-03,,,99_失注,,1,3日以内
2025-09-03T18:07:26.000Z,2025-09-04,2025-09-09,2025-09-09,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,5,1週間
2025-09-04T13:10:23.000Z,2025-09-04,,2025-09-18,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,14,2週間以上
2025-09-04T14:07:08.000Z,2025-09-04,2025-09-16,2025-09-10,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,6,1週間
2025-09-04T16:28:34.000Z,2025-09-04,2025-09-24,2025-09-24,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,20,2週間以上
2025-09-04T21:42:32.000Z,2025-09-05,2025-09-10,2025-09-10,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,5,1週間
2025-09-04T22:30:03.000Z,2025-09-10,2025-09-16,2025-09-16,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,6,1週間
2025-09-04T23:59:55.000Z,2025-09-05,2025-09-11,2025-09-11,DIS,"LC_デモ電話_Dis広告_""出られない時だけ""訴求_0800-111-3936",99_失注,,6,1週間
2025-09-05T08:25:02.000Z,2025-09-05,2025-09-10,2025-09-10,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,5,1週間
2025-09-05T11:28:56.000Z,2025-09-05,2025-09-09,2025-09-09,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,4,1週間
2025-09-05T12:02:07.000Z,2025-09-08,2025-09-10,2025-09-10,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,他進行中（重複/別担当/別商談/直近対応済）,2,3日以内
2025-09-05T14:18:05.000Z,2025-09-05,2025-09-10,2025-09-10,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,5,1週間
2025-09-05T15:30:59.000Z,2025-09-05,2025-09-29,2025-09-29,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,04_稟議用資料提案フェーズ,,24,2週間以上
2025-09-05T15:47:34.000Z,2025-09-05,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,4,1週間
2025-09-05T16:47:41.000Z,2025-09-09,2025-09-09,2025-09-09,LIS,LC_デモ電話_LIS・サイトリンク_0800-111-3713,06_有料契約申請完了,,0,1日以内
2025-09-05T18:34:24.000Z,2025-09-08,,2025-09-09,DIS,"LC_デモ電話_Dis広告_""AIが出れば売上に""訴求_0800-111-3741",99_失注,,1,3日以内
2025-09-05T20:24:20.000Z,2025-09-09,2025-09-09,2025-09-09,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,0,1日以内
2025-09-05T20:38:25.000Z,2025-09-08,2025-09-11,2025-09-11,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,3,1週間
2025-09-05T21:36:07.000Z,2025-11-12,2025-11-21,2025-11-21,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,9,2週間以内
2025-09-05T22:50:49.000Z,2025-09-08,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,時期尚早,1,3日以内
2025-09-06T09:34:52.000Z,2025-09-11,2025-09-12,2025-09-12,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,1,3日以内
2025-09-06T09:48:42.000Z,2025-09-08,2025-09-11,2025-09-09,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,1,3日以内
2025-09-06T11:21:09.000Z,2025-09-08,,2025-09-16,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,8,2週間以内
2025-09-06T11:56:37.000Z,2025-09-08,2025-09-08,2025-09-08,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,0,1日以内
2025-09-07T01:06:16.000Z,2025-09-09,,2025-09-16,DIS,LC_デモ電話_Dis広告_個人事業用,99_失注,,7,2週間以内
2025-09-07T11:09:53.000Z,2025-09-08,2025-09-10,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-07T13:48:18.000Z,2025-09-08,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-07T14:40:23.000Z,2025-09-08,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-08T01:12:38.000Z,2026-01-29,2026-02-05,2026-02-05,DIS,LC_デモ電話_Dis広告_個人事業用,03_担当者合意フェーズ,,7,2週間以内
2025-09-08T01:29:02.000Z,2025-09-11,2025-09-16,2025-09-16,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,5,1週間
2025-09-08T02:13:51.000Z,2025-09-08,2025-09-11,2025-09-11,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,3,1週間
2025-09-08T09:01:52.000Z,2025-09-11,2025-09-26,2025-09-26,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,連絡つかず/音信不通,15,2週間以上
2025-09-08T10:58:44.000Z,2025-09-08,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-08T11:04:42.000Z,2025-09-08,2025-09-29,2025-09-29,FAX・EDM,LC_デモ電話_FAX_不動産_0800-111-4693,99_失注,,21,2週間以上
2025-09-08T12:10:30.000Z,2025-09-10,2025-09-16,2025-09-16,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,06_有料契約申請完了,,6,1週間
2025-09-08T14:52:21.000Z,2025-09-08,2025-09-17,2025-09-17,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,9,2週間以内
2025-09-08T16:05:11.000Z,2025-09-08,2025-09-09,2025-09-09,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,1,3日以内
2025-09-08T17:02:58.000Z,2025-11-06,2025-11-13,2025-11-13,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,7,2週間以内
2025-09-08T17:39:46.000Z,2025-09-08,2025-09-09,2025-09-09,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,1,3日以内
2025-09-08T20:25:00.000Z,2025-09-09,,2025-09-11,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,2,3日以内
2025-09-08T21:38:32.000Z,2025-09-09,,2025-09-11,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,2,3日以内
2025-09-09T06:09:32.000Z,2025-09-09,2025-09-19,2025-09-19,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,10,2週間以内
2025-09-09T10:34:49.000Z,2025-09-09,2025-09-12,2025-09-12,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,3,1週間
2025-09-09T11:03:30.000Z,2025-09-09,2025-09-12,2025-09-12,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,3,1週間
2025-09-09T12:12:59.000Z,2025-09-10,2025-09-11,2025-09-11,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,06_有料契約申請完了,,1,3日以内
2025-09-09T14:01:00.000Z,2025-12-15,2025-12-18,2025-12-18,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,06_有料契約申請完了,,3,1週間
2025-09-09T14:52:43.000Z,2025-09-09,2025-09-10,2025-09-10,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,時期尚早,1,3日以内
2025-09-09T15:32:19.000Z,2025-09-09,2025-09-11,2025-09-11,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,2,3日以内
2025-09-09T16:11:10.000Z,2025-09-09,2025-09-10,2025-09-10,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,1,3日以内
2025-09-09T16:41:07.000Z,2025-09-09,2025-10-03,2025-10-02,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,23,2週間以上
2025-09-10T08:10:48.000Z,2025-09-11,2025-12-02,2025-12-02,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,82,2週間以上
2025-09-10T09:17:07.000Z,2025-09-10,2025-09-17,2025-09-17,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,7,2週間以内
2025-09-10T10:05:40.000Z,2025-09-10,2025-09-14,2025-09-11,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,検討中止,1,3日以内
2025-09-10T13:22:46.000Z,2025-09-10,2025-09-10,2025-09-10,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,0,1日以内
2025-09-10T13:33:39.000Z,2025-09-10,2025-09-18,2025-09-18,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,8,2週間以内
2025-09-10T14:21:48.000Z,2025-09-10,2025-09-11,2025-09-11,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-10T16:46:52.000Z,2025-09-10,,2025-09-24,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,14,2週間以上
2025-09-10T21:40:35.000Z,2025-09-11,2025-09-16,2025-09-12,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,1,3日以内
2025-09-11T10:34:10.000Z,2025-09-11,2025-09-18,2025-09-18,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,99_失注,,7,2週間以内
2025-09-11T10:44:12.000Z,2025-09-11,2025-09-19,2025-09-19,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,99_失注,,8,2週間以内
2025-09-11T10:44:29.000Z,2026-02-24,,2026-02-26,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,01_商談前準備フェーズ,,2,3日以内
2025-09-11T11:24:18.000Z,2025-09-11,2025-09-14,2025-09-12,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-11T12:08:11.000Z,2025-10-28,2025-11-04,2025-11-04,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,7,2週間以内
2025-09-11T15:01:59.000Z,2025-10-14,2025-10-16,2025-10-15,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-11T15:20:10.000Z,2025-09-11,2025-09-18,2025-09-18,DIS,"LC_デモ電話_Dis広告_""出られない時だけ""訴求_0800-111-3936",99_失注,,7,2週間以内
2025-09-11T16:29:30.000Z,2025-09-11,2025-09-16,2025-09-16,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,5,1週間
2025-09-11T18:31:07.000Z,2025-09-18,2025-09-25,2025-09-25,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,7,2週間以内
2025-09-11T23:23:19.000Z,2025-09-12,2025-09-22,2025-09-22,LIS,LC_デモ電話_IP電話LP_PC_Aパターン_0800-170-7364,99_失注,,10,2週間以内
2025-09-11T23:49:11.000Z,2025-09-12,2025-09-17,2025-09-17,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,5,1週間
2025-09-12T00:19:41.000Z,2025-09-12,,2025-09-16,DIS,LC_デモ電話_Dis広告_個人事業用,99_失注,,4,1週間
2025-09-12T02:29:18.000Z,2025-09-12,,2025-09-17,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,5,1週間
2025-09-12T11:03:59.000Z,2025-09-12,2025-09-26,2025-09-26,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,99_失注,,14,2週間以上
2025-09-12T11:43:17.000Z,2025-09-12,2025-09-16,2025-09-16,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,4,1週間
2025-09-12T16:57:18.000Z,2025-09-12,2025-09-17,2025-09-17,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,5,1週間
2025-09-12T17:21:43.000Z,2025-10-14,2025-10-20,2025-10-20,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,6,1週間
2025-09-12T23:18:30.000Z,2025-09-26,2025-09-26,2025-09-26,FAX・EDM,LC_デモ電話_EDM_0800-111-3817,99_失注,,0,1日以内
2025-09-13T02:41:57.000Z,2025-09-17,,2025-09-18,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-13T08:12:58.000Z,2025-09-30,2025-10-02,2025-10-02,その他,JUNKEN_デモ電話_オウンドメディア_潜在記事_0800-170-8378,06_有料契約申請完了,,2,3日以内
2025-09-13T09:30:42.000Z,2025-09-17,,2025-09-29,TOP,LC_デモ電話_TOPLP_SP_Aパターン_0800-170-8372,99_失注,,12,2週間以内
2025-09-13T10:27:42.000Z,2025-09-17,2025-09-18,2025-09-18,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,1,3日以内
2025-09-13T15:31:00.000Z,2025-09-17,2025-09-18,2025-09-18,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,他進行中（重複/別担当/別商談/直近対応済）,1,3日以内
2025-09-13T15:44:57.000Z,2025-09-16,2025-09-17,2025-09-17,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,1,3日以内
2025-09-15T16:06:28.000Z,2025-09-17,2025-09-22,2025-09-22,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,5,1週間
2025-09-15T22:12:29.000Z,2025-09-24,2025-10-01,2025-10-28,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,34,2週間以上
2025-09-16T00:51:25.000Z,2025-09-16,2025-09-19,2025-09-19,DIS,LC_デモ電話_Facebook_0800-111-3892,06_有料契約申請完了,,3,1週間
2025-09-16T14:00:30.000Z,2025-09-16,2025-09-17,2025-09-17,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,07_契約締結完了,,1,3日以内
2025-09-16T15:08:21.000Z,2025-09-16,2025-09-18,2025-09-18,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,2,3日以内
2025-09-16T15:38:04.000Z,2025-09-16,2025-09-24,2025-09-24,LIS,LC_デモ電話_AILP_PC_Aパターン_0800-111-3970,99_失注,,8,2週間以内
2025-09-16T20:48:28.000Z,2025-09-17,2025-09-29,2025-09-29,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,12,2週間以内
2025-09-17T08:09:37.000Z,2025-09-17,2025-09-19,2025-09-19,LIS,IVRy AI電話代行サービスLP（デモ）,99_失注,,2,3日以内
2025-09-17T09:50:55.000Z,2025-09-17,2025-09-19,2025-09-19,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,2,3日以内
2025-09-17T12:28:06.000Z,2025-09-17,2025-09-19,2025-09-19,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,2,3日以内
2025-09-17T13:22:42.000Z,2025-09-17,2025-09-19,2025-09-19,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,99_失注,,2,3日以内
2025-09-17T14:35:22.000Z,2025-09-18,2025-09-22,2025-09-22,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,06_有料契約申請完了,,4,1週間
2025-09-17T16:53:41.000Z,2025-09-17,2025-09-17,2025-09-17,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,0,1日以内
2025-09-17T18:16:40.000Z,2025-09-17,2025-09-19,2025-09-19,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,2,3日以内
2025-09-18T09:59:46.000Z,2025-09-18,2025-09-22,2025-09-22,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,4,1週間
2025-09-18T10:04:30.000Z,2025-09-18,2025-09-24,2025-09-24,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,6,1週間
2025-09-18T11:47:23.000Z,2026-02-05,2026-02-17,2026-02-17,FAX・EDM,LC_デモ電話_FAX_病院・クリニック_0800-111-4370,04_上申内容の合意フェーズ,,12,2週間以内
2025-09-18T14:40:30.000Z,2025-09-19,2025-09-24,2025-09-24,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,他進行中（重複/別担当/別商談/直近対応済）,5,1週間
2025-09-18T17:20:55.000Z,2025-09-18,2025-10-02,2025-10-02,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,99_失注,,14,2週間以上
2025-09-19T07:35:37.000Z,2025-09-19,2025-10-21,2025-10-21,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,32,2週間以上
2025-09-19T09:18:26.000Z,2025-09-19,2025-09-22,2025-09-22,DIS,LC_デモ電話_Facebook_0800-111-3892,99_失注,,3,1週間
2025-09-19T10:59:15.000Z,2025-09-19,2025-09-22,2025-09-22,TOP,LC_デモ電話_TOPLP_SP_Aパターン_0800-170-8372,99_失注,,3,1週間
2025-09-19T11:12:43.000Z,2025-09-19,2025-09-22,2025-09-22,TOP,LC_デモ電話_フリーミアムLP_0800-111-4670,06_有料契約申請完了,,3,1週間
2025-09-19T14:21:13.000Z,2025-09-19,2025-10-02,2025-10-02,DIS,"LC_デモ電話_Dis広告_""よくある問い合わせをAIに""訴求",06_有料契約申請完了,,13,2週間以内
